"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Oct 13 17:11:01 GMT 2024","Sun Oct 13 17:11:06 GMT 2024","5699","","Endpoint que lista a última edição","","br.com.dbccompany.vemser.tests.edicao.ListarUltimaEdicaoTest","testListarUltimaEdicaoSemAutenticacao","Cenário 2: Deve retornar 403 ao listar a última edição sem autenticação",""
"broken","Sun Oct 13 17:15:22 GMT 2024","Sun Oct 13 17:15:29 GMT 2024","7189","","Endpoint de cadastro de candidato","","br.com.dbccompany.vemser.tests.candidato.CadastrarCandidatoTest","testCadastrarCandidatoComCidadeNula","Cenário 26: Deve retornar 400 quando tenta cadastrar candidato com cidade nula",""
"passed","Sun Oct 13 17:13:35 GMT 2024","Sun Oct 13 17:13:44 GMT 2024","8648","","Endpoint de remoção de formulário","","br.com.dbccompany.vemser.tests.formulario.DeletarFormularioTest","testDeletarFormularioComSucesso","Cenário 1: Deve retornar 204 ao deletar um formulário com sucesso",""
"passed","Sun Oct 13 17:08:07 GMT 2024","Sun Oct 13 17:08:22 GMT 2024","14550","","Endpoint para emissão de relatório de gênero","","br.com.dbccompany.vemser.tests.relatorio.RelatorioGeneroTest","testValidarContratoListarRelatoriosPorGenero","Cenário 1: Validação de contrato de listar relatórios por genero",""
"passed","Sun Oct 13 17:15:24 GMT 2024","Sun Oct 13 17:15:25 GMT 2024","1147","","Endpoint de listar usuário","","br.com.dbccompany.vemser.tests.usuario.ListarUsuarioTest","testTentarListarGestorComIdNulo","Cenrário 5: Tentar listar gestor com id nulo",""
"passed","Sun Oct 13 17:15:19 GMT 2024","Sun Oct 13 17:15:24 GMT 2024","4907","","Endpoint de listar usuário","","br.com.dbccompany.vemser.tests.usuario.ListarUsuarioTest","testDeveListarTodaContaInativa","Cenário 3: Deve listar todas as contas inativas",""
"passed","Sun Oct 13 17:12:11 GMT 2024","Sun Oct 13 17:12:11 GMT 2024","127","","Endpoint de filtro de inscrição","","br.com.dbccompany.vemser.tests.inscricao.FiltroInscricaoTest","testTentarFiltrarInscricaoSemToken","Cenário 2: Tentar filtrar inscrição sem token",""
"passed","Sun Oct 13 17:15:22 GMT 2024","Sun Oct 13 17:15:25 GMT 2024","2267","","Endpoint de deletar usuário","","br.com.dbccompany.vemser.tests.usuario.DeletarUsuarioTest","testTentarDeletarGestorComIdNegativo","Cenário 2: tentar deletar gestor com id negativo",""
"passed","Sun Oct 13 17:14:41 GMT 2024","Sun Oct 13 17:14:43 GMT 2024","1794","","Endpoint de atualização de avaliação","","br.com.dbccompany.vemser.tests.avaliacao.AtualizarAvaliacaoTest","testTentarAtualizarAvaliacaoIdAvaliacaoNegativo","Cenário 3: Tentar atualizar avaliação com id de avaliação negativo",""
"passed","Sun Oct 13 17:14:00 GMT 2024","Sun Oct 13 17:14:02 GMT 2024","2009","","Endpoint de cadastro de avaliação","","br.com.dbccompany.vemser.tests.avaliacao.CadastrarAvaliacaoTest","testTentarCadastrarAvaliacaoComIdInscricaoNegativo","Cenário 3: Tentar cadastrar avaliação com id de inscrição negativo",""
